year,county,State,industry,GreatLakeConsumption,GroundwaterConsumption,InlandConsumption,AllConsumption,Industry Rank
2018,Livingston,Michigan,Industrial-Manufacturing,0,209327371,615318000,824645371,2
2018,Livingston,Michigan,Irrigation,0,358000542,198193769,556194311,3
2018,Livingston,Michigan,Commercial-Institutional,0,15356100,0,15356100,4
2018,Livingston,Michigan,Electric Power Generation,0,0,0,0,5
2018,Livingston,Michigan,Livestock,0,0,0,0,5
2018,Livingston,Michigan,Other,0,0,0,0,5
2018,Luce,Michigan,Irrigation,0,165898128,0,165898128,1
2018,Luce,Michigan,Public Water Supply,0,141700700,0,141700700,2
2018,Luce,Michigan,Industrial-Manufacturing,0,19860287,0,19860287,3
2018,Luce,Michigan,Commercial-Institutional,0,916550,0,916550,4
2018,Luce,Michigan,Electric Power Generation,0,0,0,0,5
2018,Luce,Michigan,Livestock,0,0,0,0,5
2018,Luce,Michigan,Other,0,0,0,0,5
2018,Mackinac,Michigan,Industrial-Manufacturing,3688955100,6943600,0,3695898700,1
2018,Mackinac,Michigan,Public Water Supply,465888000,2648400,0,468536400,2
2018,Mackinac,Michigan,Irrigation,11085000,65000000,7195000,83280000,3
2018,Mackinac,Michigan,Commercial-Institutional,0,0,0,0,4
2018,Mackinac,Michigan,Electric Power Generation,0,0,0,0,4
2018,Mackinac,Michigan,Livestock,0,0,0,0,4
2018,Mackinac,Michigan,Other,0,0,0,0,4
2018,Macomb,Michigan,Public Water Supply,1156000000,388372164,0,1544372164,1
2018,Macomb,Michigan,Irrigation,14700000,35096995,415016085,464813080,2
2018,Macomb,Michigan,Industrial-Manufacturing,0,14639168,0,14639168,3
2018,Macomb,Michigan,Commercial-Institutional,0,5271882,0,5271882,4
2018,Macomb,Michigan,Livestock,0,189550,0,189550,5
2018,Macomb,Michigan,Other,0,90900,0,90900,6
2018,Macomb,Michigan,Electric Power Generation,0,0,0,0,7
2018,Manistee,Michigan,Industrial-Manufacturing,0,217486800,11414086815,11631573615,1
2018,Manistee,Michigan,Irrigation,0,447272743,74281200,521553943,2
2018,Manistee,Michigan,Public Water Supply,0,515848886,0,515848886,3
2018,Manistee,Michigan,Electric Power Generation,0,69494761,341852049,411346810,4
2018,Manistee,Michigan,Commercial-Institutional,0,1122443,0,1122443,5
2018,Manistee,Michigan,Livestock,0,0,0,0,6
2018,Manistee,Michigan,Other,0,0,0,0,6
2018,Marquette,Michigan,Electric Power Generation,58408543464,0,0,58408543464,1
2018,Marquette,Michigan,Livestock,0,278730400,7920000000,8198730400,2
2018,Marquette,Michigan,Industrial-Manufacturing,0,370220943,3343887482,3714108425,3
2018,Marquette,Michigan,Public Water Supply,823080000,821002775,0,1644082775,4
2018,Marquette,Michigan,Irrigation,0,10933000,74892975,85825975,5
2018,Marquette,Michigan,Commercial-Institutional,0,0,17000000,17000000,6
2018,Marquette,Michigan,Other,0,0,0,0,7
2018,Mason,Michigan,Industrial-Manufacturing,0,239260480,8545948348,8785208828,1
2018,Mason,Michigan,Public Water Supply,1077717000,90851080,0,1168568080,2
2018,Mason,Michigan,Irrigation,0,404307216,149580780,553887996,3
2018,Mason,Michigan,Livestock,0,34707796,0,34707796,4
2018,Mason,Michigan,Commercial-Institutional,0,3305456,0,3305456,5
2018,Mason,Michigan,Other,0,135000,0,135000,6
2018,Mason,Michigan,Electric Power Generation,0,0,0,0,7
2018,Mecosta,Michigan,Irrigation,0,2743825428,354208331,3098033759,1
2018,Mecosta,Michigan,Public Water Supply,0,532484686,0,532484686,2
2018,Mecosta,Michigan,Industrial-Manufacturing,0,322324364,25334400,347658764,3
2018,Mecosta,Michigan,Livestock,0,34061434,0,34061434,4
2018,Mecosta,Michigan,Commercial-Institutional,0,2090996,0,2090996,5
2018,Mecosta,Michigan,Other,0,360000,0,360000,6
2018,Mecosta,Michigan,Electric Power Generation,0,0,0,0,7
2018,Menominee,Michigan,Public Water Supply,318580000,48303911,0,366883911,1
2018,Menominee,Michigan,Irrigation,0,0,14050000,14050000,2
2018,Menominee,Michigan,Industrial-Manufacturing,0,8329300,0,8329300,3
2018,Menominee,Michigan,Livestock,0,8329300,0,8329300,3
2018,Menominee,Michigan,Commercial-Institutional,0,0,0,0,4
2018,Menominee,Michigan,Electric Power Generation,0,0,0,0,4
2018,Menominee,Michigan,Other,0,0,0,0,4
2018,Midland,Michigan,Electric Power Generation,0,0,3587000000,3587000000,1
2018,Midland,Michigan,Industrial-Manufacturing,0,77961000,1237493490,1315454490,2
2018,Midland,Michigan,Irrigation,0,74305668,75282181,149587849,3
2018,Midland,Michigan,Public Water Supply,0,53637933,0,53637933,4
2018,Midland,Michigan,Livestock,0,47518000,0,47518000,5
2018,Midland,Michigan,Commercial-Institutional,0,0,0,0,6
2018,Midland,Michigan,Other,0,0,0,0,6
2018,Missaukee,Michigan,Irrigation,0,1202666175,182310478,1384976653,1
2018,Missaukee,Michigan,Livestock,0,180448337,0,180448337,2
2018,Missaukee,Michigan,Industrial-Manufacturing,0,137466270,0,137466270,3
2018,Missaukee,Michigan,Public Water Supply,0,132127000,0,132127000,4
2018,Missaukee,Michigan,Electric Power Generation,0,116968689,0,116968689,5
2018,Missaukee,Michigan,Other,0,50000,0,50000,6
2018,Missaukee,Michigan,Commercial-Institutional,0,0,0,0,7
2018,Monroe,Michigan,Electric Power Generation,570550279428,0,0,570550279428,1
2018,Monroe,Michigan,Industrial-Manufacturing,0,9428414405,0,9428414405,2
2018,Monroe,Michigan,Public Water Supply,3485148000,1047600,0,3486195600,3
2018,Monroe,Michigan,Irrigation,0,817580906,414719219,1232300125,4
2018,Monroe,Michigan,Commercial-Institutional,0,6937825,0,6937825,5
2018,Monroe,Michigan,Livestock,0,0,0,0,6
2018,Monroe,Michigan,Other,0,0,0,0,6
2018,Montcalm,Michigan,Irrigation,0,9138025342,1057296495,10195321837,1
2018,Montcalm,Michigan,Industrial-Manufacturing,0,24756086,2245790558,2270546644,2
2018,Montcalm,Michigan,Public Water Supply,0,1132208200,0,1132208200,3
2018,Montcalm,Michigan,Other,0,234882000,0,234882000,4
2018,Montcalm,Michigan,Livestock,0,24756086,0,24756086,5
2018,Montcalm,Michigan,Commercial-Institutional,0,600000,0,600000,6
2018,Montcalm,Michigan,Electric Power Generation,0,0,0,0,7
2018,Montmorency,Michigan,Public Water Supply,0,46166854,0,46166854,1
2018,Montmorency,Michigan,Irrigation,0,45938200,0,45938200,2
2018,Montmorency,Michigan,Industrial-Manufacturing,0,300000,0,300000,3
2018,Montmorency,Michigan,Livestock,0,300000,0,300000,3
2018,Montmorency,Michigan,Commercial-Institutional,0,14400,0,14400,4
2018,Montmorency,Michigan,Electric Power Generation,0,0,0,0,5
2018,Montmorency,Michigan,Other,0,0,0,0,5
2018,Muskegon,Michigan,Public Water Supply,4585524000,689373642,0,5274897642,1
2018,Muskegon,Michigan,Industrial-Manufacturing,0,958582489,1598120000,2556702489,2
2018,Muskegon,Michigan,Irrigation,0,691010403,286692151,977702554,3
2018,Muskegon,Michigan,Livestock,0,245196456,0,245196456,4
2018,Muskegon,Michigan,Other,0,5309600,209482200,214791800,5
2018,Muskegon,Michigan,Commercial-Institutional,0,7794341,0,7794341,6
2018,Muskegon,Michigan,Electric Power Generation,0,0,0,0,7
2018,Newaygo,Michigan,Irrigation,0,1205130735,271813905,1476944640,1
2018,Newaygo,Michigan,Public Water Supply,0,664134642,0,664134642,2
2018,Newaygo,Michigan,Livestock,0,290812993,219456000,510268993,3
2018,Newaygo,Michigan,Industrial-Manufacturing,0,290812993,0,290812993,4
2018,Newaygo,Michigan,Other,0,18000,0,18000,5
2018,Newaygo,Michigan,Commercial-Institutional,0,0,0,0,6
2018,Newaygo,Michigan,Electric Power Generation,0,0,0,0,6
2018,Oakland,Michigan,Public Water Supply,0,7489040360,0,7489040360,1
2018,Oakland,Michigan,Industrial-Manufacturing,0,759799690,3386659500,4146459190,2
2018,Oakland,Michigan,Other,0,899153040,960705120,1859858160,3
2018,Oakland,Michigan,Irrigation,0,845341532,582911006,1428252538,4
2018,Oakland,Michigan,Commercial-Institutional,0,47692384,0,47692384,5
2018,Oakland,Michigan,Electric Power Generation,0,0,0,0,6
2018,Oakland,Michigan,Livestock,0,0,0,0,6
2018,Oceana,Michigan,Irrigation,0,1102488912,191870271,1294359183,1
2018,Oceana,Michigan,Industrial-Manufacturing,0,577640927,842400,578483327,2
2018,Oceana,Michigan,Public Water Supply,0,362645400,0,362645400,3
2018,Oceana,Michigan,Livestock,0,29415167,0,29415167,4
2018,Oceana,Michigan,Commercial-Institutional,0,11595566,820700,12416266,5
2018,Oceana,Michigan,Other,0,1984675,0,1984675,6
2018,Oceana,Michigan,Electric Power Generation,0,0,0,0,7
2018,Ogemaw,Michigan,Industrial-Manufacturing,0,6386208,172800000,179186208,1
2018,Ogemaw,Michigan,Public Water Supply,0,133027343,0,133027343,2
2018,Ogemaw,Michigan,Irrigation,0,40193680,13038153,53231833,3
2018,Ogemaw,Michigan,Livestock,0,6386208,0,6386208,4
2018,Ogemaw,Michigan,Commercial-Institutional,0,3037992,0,3037992,5
2018,Ogemaw,Michigan,Electric Power Generation,0,0,0,0,6
2018,Ogemaw,Michigan,Other,0,0,0,0,6
2018,Ontonagon,Michigan,Public Water Supply,142170000,22010060,0,164180060,1
2018,Ontonagon,Michigan,Commercial-Institutional,0,0,0,0,2
2018,Ontonagon,Michigan,Electric Power Generation,0,0,0,0,2
2018,Ontonagon,Michigan,Industrial-Manufacturing,0,0,0,0,2
2018,Ontonagon,Michigan,Irrigation,0,0,0,0,2
2018,Ontonagon,Michigan,Livestock,0,0,0,0,2
2018,Ontonagon,Michigan,Other,0,0,0,0,2
2018,Osceola,Michigan,Public Water Supply,0,512502263,0,512502263,1
2018,Osceola,Michigan,Industrial-Manufacturing,0,274914878,25920000,300834878,2
2018,Osceola,Michigan,Irrigation,0,154671304,124450000,279121304,3
2018,Osceola,Michigan,Livestock,0,15285000,0,15285000,4
2018,Osceola,Michigan,Commercial-Institutional,0,2912791,4565800,7478591,5
2018,Osceola,Michigan,Electric Power Generation,0,0,0,0,6
2018,Osceola,Michigan,Other,0,0,0,0,6
2018,Oscoda,Michigan,Irrigation,0,41500000,74400000,115900000,1
2018,Oscoda,Michigan,Public Water Supply,0,22561623,0,22561623,2
2018,Oscoda,Michigan,Commercial-Institutional,0,0,0,0,3
2018,Oscoda,Michigan,Electric Power Generation,0,0,0,0,3
2018,Oscoda,Michigan,Industrial-Manufacturing,0,0,0,0,3
2018,Oscoda,Michigan,Livestock,0,0,0,0,3
2018,Oscoda,Michigan,Other,0,0,0,0,3
2018,Otsego,Michigan,Irrigation,0,293055086,135000000,428055086,1
2018,Otsego,Michigan,Public Water Supply,0,403589091,0,403589091,2
2018,Otsego,Michigan,Industrial-Manufacturing,0,837728,0,837728,3
2018,Otsego,Michigan,Commercial-Institutional,0,0,0,0,4
2018,Otsego,Michigan,Electric Power Generation,0,0,0,0,4
2018,Otsego,Michigan,Livestock,0,0,0,0,4
2018,Otsego,Michigan,Other,0,0,0,0,4
2018,Ottawa,Michigan,Electric Power Generation,241571247787,419721046,10344133956,252335102789,1
2018,Ottawa,Michigan,Public Water Supply,7338787000,99602623,0,7438389624,2
2018,Ottawa,Michigan,Irrigation,0,2363888788,942369277,3306258065,3
2018,Ottawa,Michigan,Industrial-Manufacturing,0,182494820,393220800,575715620,4
2018,Ottawa,Michigan,Livestock,0,58451620,0,58451620,5
2018,Ottawa,Michigan,Other,0,11323618,0,11323618,6
2018,Ottawa,Michigan,Commercial-Institutional,0,10330066,367500,10697566,7
2018,Presque Isle,Michigan,Industrial-Manufacturing,1572293919,7597207053,8663941074,17833442046,1
2018,Presque Isle,Michigan,Public Water Supply,0,164526164,0,164526164,2
2018,Presque Isle,Michigan,Irrigation,0,76999372,86521028,163520400,3
2018,Presque Isle,Michigan,Commercial-Institutional,0,178200,0,178200,4
2018,Presque Isle,Michigan,Electric Power Generation,0,0,0,0,5
2018,Presque Isle,Michigan,Livestock,0,0,0,0,5
2018,Presque Isle,Michigan,Other,0,0,0,0,5
2018,Roscommon,Michigan,Public Water Supply,0,88401186,0,88401186,1
2018,Roscommon,Michigan,Irrigation,0,55740481,19008000,74748481,2
2018,Roscommon,Michigan,Industrial-Manufacturing,0,669000,46609920,47278920,3
2018,Roscommon,Michigan,Commercial-Institutional,0,11026500,0,11026500,4
2018,Roscommon,Michigan,Livestock,0,669000,0,669000,5
2018,Roscommon,Michigan,Electric Power Generation,0,0,0,0,6
2018,Roscommon,Michigan,Other,0,0,0,0,6
2018,Saginaw,Michigan,Irrigation,0,187612517,129543278,317155795,1
2018,Saginaw,Michigan,Public Water Supply,0,136473202,0,136473202,2
2018,Saginaw,Michigan,Industrial-Manufacturing,0,2448000,0,2448000,3
2018,Saginaw,Michigan,Livestock,0,2448000,0,2448000,3
2018,Saginaw,Michigan,Commercial-Institutional,0,0,0,0,4
2018,Saginaw,Michigan,Electric Power Generation,0,0,0,0,4
2018,Saginaw,Michigan,Other,0,0,0,0,4
2018,Saint Clair,Michigan,Electric Power Generation,459373955387,0,0,459373955387,1
2018,Saint Clair,Michigan,Industrial-Manufacturing,4608084764,0,0,4608084764,2
2018,Saint Clair,Michigan,Public Water Supply,4002700000,153860391,0,4156560391,3
2018,Saint Clair,Michigan,Irrigation,29383480,40665700,62517462,132566642,4
2018,Saint Clair,Michigan,Commercial-Institutional,0,547000,0,547000,5
2018,Saint Clair,Michigan,Livestock,0,0,0,0,6
2018,Saint Clair,Michigan,Other,0,0,0,0,6
2018,Saint Joseph,Michigan,Irrigation,0,14588751724,3304352501,17893104225,1
2018,Saint Joseph,Michigan,Public Water Supply,0,1208338798,0,1208338798,2
2018,Saint Joseph,Michigan,Other,0,1032606589,0,1032606589,3
2018,Saint Joseph,Michigan,Industrial-Manufacturing,0,662338450,46894136,709232586,4
2018,Saint Joseph,Michigan,Commercial-Institutional,0,136310134,0,136310134,5
2018,Saint Joseph,Michigan,Electric Power Generation,0,0,0,0,6
2018,Saint Joseph,Michigan,Livestock,0,0,0,0,6
2018,Sanilac,Michigan,Public Water Supply,122032000,456638632,0,578670632,1
2018,Sanilac,Michigan,Irrigation,0,221135955,45653248,266789203,2
2018,Sanilac,Michigan,Industrial-Manufacturing,0,32917521,45600000,78517521,3
2018,Sanilac,Michigan,Commercial-Institutional,0,407901,1,407902,4
2018,Sanilac,Michigan,Other,0,329000,0,329000,5
2018,Sanilac,Michigan,Electric Power Generation,0,0,0,0,6
2018,Sanilac,Michigan,Livestock,0,0,0,0,6
2018,Schoolcraft,Michigan,Industrial-Manufacturing,1794720000,2485174943,1135036000,5414930943,1
2018,Schoolcraft,Michigan,Livestock,0,550163700,1471680000,2021843700,2
2018,Schoolcraft,Michigan,Public Water Supply,158422000,6784110,0,165206111,3
2018,Schoolcraft,Michigan,Irrigation,0,9055954,10845000,19900954,4
2018,Schoolcraft,Michigan,Commercial-Institutional,0,0,0,0,5
2018,Schoolcraft,Michigan,Electric Power Generation,0,0,0,0,5
2018,Schoolcraft,Michigan,Other,0,0,0,0,5
2018,Shiawassee,Michigan,Public Water Supply,0,929361847,0,929361847,1
2018,Shiawassee,Michigan,Industrial-Manufacturing,0,69323000,69513600,138836600,2
2018,Shiawassee,Michigan,Irrigation,0,37797500,50730000,88527500,3
2018,Shiawassee,Michigan,Livestock,0,68471000,0,68471000,4
2018,Shiawassee,Michigan,Other,0,102700,0,102700,5
2018,Shiawassee,Michigan,Commercial-Institutional,0,0,0,0,6
2018,Shiawassee,Michigan,Electric Power Generation,0,0,0,0,6
2018,Tuscola,Michigan,Irrigation,0,369420423,814398833,1183819256,1
2018,Tuscola,Michigan,Public Water Supply,0,695724083,0,695724083,2
2018,Tuscola,Michigan,Industrial-Manufacturing,0,2645700,70409250,73054950,3
2018,Tuscola,Michigan,Livestock,0,2645700,0,2645700,4
2018,Tuscola,Michigan,Commercial-Institutional,0,0,0,0,5
2018,Tuscola,Michigan,Electric Power Generation,0,0,0,0,5
2018,Tuscola,Michigan,Other,0,0,0,0,5
2018,Van Buren,Michigan,Electric Power Generation,42714450000,0,0,42714450000,1
2018,Van Buren,Michigan,Irrigation,0,5008689862,403149836,5411839698,2
2018,Van Buren,Michigan,Public Water Supply,515140999,780522854,0,1295663854,3
2018,Van Buren,Michigan,Industrial-Manufacturing,0,424987871,0,424987871,4
2018,Van Buren,Michigan,Livestock,0,72336766,0,72336766,5
2018,Van Buren,Michigan,Other,0,11604400,0,11604400,6
2018,Van Buren,Michigan,Commercial-Institutional,0,4066818,0,4066818,7
2018,Washtenaw,Michigan,Public Water Supply,0,2427749199,4488080000,6915829200,1
2018,Washtenaw,Michigan,Irrigation,0,768830518,337294506,1106125024,2
2018,Washtenaw,Michigan,Industrial-Manufacturing,0,251783369,276505796,528289165,3
2018,Washtenaw,Michigan,Livestock,0,101088000,0,101088000,4
2018,Washtenaw,Michigan,Commercial-Institutional,0,48866069,0,48866069,5
2018,Washtenaw,Michigan,Electric Power Generation,0,0,0,0,6
2018,Washtenaw,Michigan,Other,0,0,0,0,6
2018,Wayne,Michigan,Industrial-Manufacturing,98018859212,577929575,80033680955,178630469742,1
2018,Wayne,Michigan,Electric Power Generation,109581271616,0,64457569000,174038840616,2
2018,Wayne,Michigan,Public Water Supply,165821699999,0,0,165821699999,3
2018,Wayne,Michigan,Irrigation,37844596,171446907,214056575,423348078,4
2018,Wayne,Michigan,Commercial-Institutional,136500000,2385000,0,138885000,5
2018,Wayne,Michigan,Other,0,3133000,0,3133000,6
2018,Wayne,Michigan,Livestock,0,0,0,0,7
2018,Wexford,Michigan,Livestock,0,180312480,3139000000,3319312480,1
2018,Wexford,Michigan,Public Water Supply,0,1001569299,0,1001569299,2
2018,Wexford,Michigan,Irrigation,0,356515120,10282050,366797170,3
2018,Wexford,Michigan,Industrial-Manufacturing,0,285719831,0,285719831,4
2018,Wexford,Michigan,Commercial-Institutional,0,65910460,0,65910460,5
2018,Wexford,Michigan,Other,0,69250,0,69250,6
2018,Wexford,Michigan,Electric Power Generation,0,0,0,0,7
2019,Alcona,Michigan,Electric Power Generation,0,115324000,0,115324000,1
2019,Alcona,Michigan,Irrigation,0,35461115,12018459,47479574,2
2019,Alcona,Michigan,Public Water Supply,0,23353450,0,23353450,3
2019,Alcona,Michigan,Commercial-Institutional,0,0,0,0,4
2019,Alcona,Michigan,Industrial-Manufacturing,0,0,0,0,4
2019,Alcona,Michigan,Livestock,0,0,0,0,4
2019,Alcona,Michigan,Other,0,0,0,0,4
2019,Alger,Michigan,Industrial-Manufacturing,1333300000,101965280,0,1435265280,1
2019,Alger,Michigan,Public Water Supply,0,169776399,0,169776399,2
2019,Alger,Michigan,Irrigation,0,5000000,0,5000000,3
2019,Alger,Michigan,Commercial-Institutional,0,1413300,0,1413300,4
2019,Alger,Michigan,Electric Power Generation,0,0,0,0,5
2019,Alger,Michigan,Livestock,0,0,0,0,5
2019,Alger,Michigan,Other,0,0,0,0,5
2019,Allegan,Michigan,Irrigation,0,2207319909,1632939829,3840259738,1
2019,Allegan,Michigan,Public Water Supply,578959000,1634964018,0,2213923018,2
2019,Allegan,Michigan,Industrial-Manufacturing,0,699772561,169845860,869618421,3
2019,Allegan,Michigan,Other,0,114649445,17520480,132169925,4
2019,Allegan,Michigan,Livestock,0,124045863,2986000,127031863,5
2019,Allegan,Michigan,Commercial-Institutional,0,35204860,0,35204860,6
2019,Allegan,Michigan,Electric Power Generation,0,820000,0,820000,7
2019,Alpena,Michigan,Electric Power Generation,8048981800,0,949800000,8998781800,1
2019,Alpena,Michigan,Industrial-Manufacturing,0,0,1190751740,1190751740,2
2019,Alpena,Michigan,Public Water Supply,647190000,1343203,0,648533203,3
2019,Alpena,Michigan,Irrigation,0,13589000,111237440,124826440,4
2019,Alpena,Michigan,Commercial-Institutional,0,0,0,0,5
2019,Alpena,Michigan,Livestock,0,0,0,0,5
2019,Alpena,Michigan,Other,0,0,0,0,5
2019,Antrim,Michigan,Irrigation,0,2326696876,30380959,2357077835,1
2019,Antrim,Michigan,Public Water Supply,0,381909086,0,381909086,2
2019,Antrim,Michigan,Industrial-Manufacturing,0,86078439,0,86078439,3
2019,Antrim,Michigan,Other,0,10492800,0,10492800,4
2019,Antrim,Michigan,Commercial-Institutional,0,167500,0,167500,5
2019,Antrim,Michigan,Electric Power Generation,0,0,0,0,6
2019,Antrim,Michigan,Livestock,0,0,0,0,6
2019,Arenac,Michigan,Public Water Supply,18106881999,4632900,0,18111514899,1
2019,Arenac,Michigan,Irrigation,0,46414971,120066676,166481647,2
2019,Arenac,Michigan,Commercial-Institutional,0,1573950,166180,1740130,3
2019,Arenac,Michigan,Electric Power Generation,0,0,0,0,4
2019,Arenac,Michigan,Industrial-Manufacturing,0,0,0,0,4
2019,Arenac,Michigan,Livestock,0,0,0,0,4
2019,Arenac,Michigan,Other,0,0,0,0,4
2019,Baraga,Michigan,Electric Power Generation,4641870000,0,0,4641870000,1
2019,Baraga,Michigan,Public Water Supply,176286000,0,0,176286000,2
2019,Baraga,Michigan,Industrial-Manufacturing,79024347,0,0,79024347,3
2019,Baraga,Michigan,Commercial-Institutional,0,0,0,0,4
2019,Baraga,Michigan,Irrigation,0,0,0,0,4
2019,Baraga,Michigan,Livestock,0,0,0,0,4
2019,Baraga,Michigan,Other,0,0,0,0,4
2019,Barry,Michigan,Irrigation,0,794310590,330611382,1124921972,1
2019,Barry,Michigan,Public Water Supply,0,628055928,0,628055928,2
2019,Barry,Michigan,Industrial-Manufacturing,0,148924518,60800000,209724518,3
2019,Barry,Michigan,Livestock,0,156728142,280000,157008142,4
2019,Barry,Michigan,Commercial-Institutional,0,24453000,0,24453000,5
2019,Barry,Michigan,Other,0,531257,0,531257,6
2019,Barry,Michigan,Electric Power Generation,0,0,0,0,7
2019,Bay,Michigan,Electric Power Generation,0,0,71064783111,71064783111,1
2019,Bay,Michigan,Public Water Supply,2761173000,0,0,2761173000,2
2019,Bay,Michigan,Irrigation,7824000,43672344,658538865,710035209,3
2019,Bay,Michigan,Industrial-Manufacturing,0,415500,703802038,704217538,4
2019,Bay,Michigan,Commercial-Institutional,0,0,0,0,5
2019,Bay,Michigan,Livestock,0,0,0,0,5
2019,Bay,Michigan,Other,0,0,0,0,5
2019,Benzie,Michigan,Livestock,0,261752877,2844174632,3105927509,1
2019,Benzie,Michigan,Irrigation,0,307433231,0,307433231,2
2019,Benzie,Michigan,Public Water Supply,0,239225700,0,239225700,3
2019,Benzie,Michigan,Industrial-Manufacturing,0,40270815,0,40270815,4
2019,Benzie,Michigan,Commercial-Institutional,0,30666900,0,30666900,5
2019,Benzie,Michigan,Other,0,592500,0,592500,6
2019,Benzie,Michigan,Electric Power Generation,0,0,0,0,7
2019,Berrien,Michigan,Electric Power Generation,729823000000,0,0,729823000000,1
2019,Berrien,Michigan,Public Water Supply,3569218000,1213888891,0,4783106891,2
2019,Berrien,Michigan,Irrigation,1680000,1814909987,451611717,2268201704,3
2019,Berrien,Michigan,Industrial-Manufacturing,0,393593034,0,393593034,4
2019,Berrien,Michigan,Commercial-Institutional,0,10834708,0,10834708,5
2019,Berrien,Michigan,Other,0,3079000,0,3079000,6
2019,Berrien,Michigan,Livestock,0,0,0,0,7
2019,Branch,Michigan,Irrigation,0,4120114718,1682600694,5802715412,1
2019,Branch,Michigan,Public Water Supply,0,1275635346,0,1275635346,2
2019,Branch,Michigan,Industrial-Manufacturing,0,4850000,136755161,141605161,3
2019,Branch,Michigan,Livestock,0,19824000,0,19824000,4
2019,Branch,Michigan,Commercial-Institutional,0,622106,0,622106,5
2019,Branch,Michigan,Other,0,35750,0,35750,6
2019,Branch,Michigan,Electric Power Generation,0,0,0,0,7
2019,Calhoun,Michigan,Public Water Supply,0,4422760133,0,4422760133,1
2019,Calhoun,Michigan,Irrigation,0,2077334975,763778486,2841113461,2
2019,Calhoun,Michigan,Industrial-Manufacturing,0,1631177269,503478088,2134655357,3
2019,Calhoun,Michigan,Other,0,136971996,0,136971996,4
2019,Calhoun,Michigan,Commercial-Institutional,0,631000,0,631000,5
2019,Calhoun,Michigan,Electric Power Generation,0,0,0,0,6
2019,Calhoun,Michigan,Livestock,0,0,0,0,6
2019,Cass,Michigan,Irrigation,0,6076784216,348367564,6425151780,1
2019,Cass,Michigan,Public Water Supply,0,424599158,0,424599158,2
2019,Cass,Michigan,Industrial-Manufacturing,0,74237400,277745559,351982959,3
2019,Cass,Michigan,Other,0,112030200,0,112030200,4
2019,Cass,Michigan,Livestock,0,29495404,0,29495404,5
2019,Cass,Michigan,Commercial-Institutional,0,4443500,0,4443500,6
2019,Cass,Michigan,Electric Power Generation,0,0,0,0,7
2019,Charlevoix,Michigan,Industrial-Manufacturing,0,4361918900,38254410,4400173310,1
2019,Charlevoix,Michigan,Public Water Supply,229527000,573169422,0,802696422,2
2019,Charlevoix,Michigan,Irrigation,0,52634132,19464000,72098132,3
2019,Charlevoix,Michigan,Commercial-Institutional,0,1228555,0,1228555,4
2019,Charlevoix,Michigan,Electric Power Generation,0,0,0,0,5
2019,Charlevoix,Michigan,Livestock,0,0,0,0,5
2019,Charlevoix,Michigan,Other,0,0,0,0,5
2019,Cheboygan,Michigan,Public Water Supply,0,319511200,0,319511200,1
2019,Cheboygan,Michigan,Industrial-Manufacturing,0,3166612,292792451,295959063,2
2019,Cheboygan,Michigan,Irrigation,0,84123230,25592938,109716168,3
2019,Cheboygan,Michigan,Commercial-Institutional,0,0,0,0,4
2019,Cheboygan,Michigan,Electric Power Generation,0,0,0,0,4
2019,Cheboygan,Michigan,Livestock,0,0,0,0,4
2019,Cheboygan,Michigan,Other,0,0,0,0,4
2019,Chippewa,Michigan,Public Water Supply,525563999,272324250,0,797888250,1
2019,Chippewa,Michigan,Industrial-Manufacturing,477020000,0,0,477020000,2
2019,Chippewa,Michigan,Other,62311440,0,0,62311440,3
2019,Chippewa,Michigan,Irrigation,16000000,20582455,0,36582455,4
2019,Chippewa,Michigan,Livestock,0,8355000,0,8355000,5
2019,Chippewa,Michigan,Commercial-Institutional,0,0,0,0,6
2019,Chippewa,Michigan,Electric Power Generation,0,0,0,0,6
2019,Clare,Michigan,Industrial-Manufacturing,0,28838444,769468000,798306444,1
2019,Clare,Michigan,Public Water Supply,0,442634528,0,442634528,2
2019,Clare,Michigan,Irrigation,0,98882532,22180000,121062532,3
2019,Clare,Michigan,Livestock,0,15680000,0,15680000,4
2019,Clare,Michigan,Commercial-Institutional,0,3069000,0,3069000,5
2019,Clare,Michigan,Electric Power Generation,0,0,0,0,6
2019,Clare,Michigan,Other,0,0,0,0,6
2019,Clinton,Michigan,Industrial-Manufacturing,0,202067860,429619515,631687375,1
2019,Clinton,Michigan,Irrigation,0,190292242,360647346,550939588,2
2019,Clinton,Michigan,Public Water Supply,0,458186868,0,458186868,3
2019,Clinton,Michigan,Livestock,0,305112794,0,305112794,4
2019,Clinton,Michigan,Commercial-Institutional,0,62400,0,62400,5
2019,Clinton,Michigan,Electric Power Generation,0,0,0,0,6
2019,Clinton,Michigan,Other,0,0,0,0,6
2019,Crawford,Michigan,Public Water Supply,0,248477217,0,248477217,1
2019,Crawford,Michigan,Irrigation,0,11524000,84500000,96024000,2
2019,Crawford,Michigan,Electric Power Generation,0,77100000,0,77100000,3
2019,Crawford,Michigan,Industrial-Manufacturing,0,46327071,0,46327071,4
2019,Crawford,Michigan,Commercial-Institutional,0,35948198,0,35948198,5
2019,Crawford,Michigan,Livestock,0,0,0,0,6
2019,Crawford,Michigan,Other,0,0,0,0,6
2019,Delta,Michigan,Industrial-Manufacturing,13991563204,50155344,196264160,14237982708,1
2019,Delta,Michigan,Public Water Supply,735877000,27108540,0,762985540,2
2019,Delta,Michigan,Irrigation,13300000,14663316,32886692,60850008,3
